AssignPermissionsEndpoint,"PUT /api/v1/roles/{id}/permissions",1,Todo,1,api,Sprint 2,[EPIC] Identity & RBAC,AssignPermissionsToRoleCommand
AssignUserRoleEndpoint,"POST /api/v1/users/{id}/roles",1,Todo,1,api,Sprint 2,[EPIC] Identity & RBAC,AssignRoleToUserCommand
GetUserPermissionsEndpoint,"GET /api/v1/users/{id}/permissions",1,Todo,1,api,Sprint 2,[EPIC] Identity & RBAC,PermissionResolverService
ScopeResolverUnitTest,"Unit test: class-scoped teacher sees only assigned class.",1,Todo,2,testing;rbac,Sprint 2,[EPIC] Identity & RBAC,ScopeResolverService
CreateAuditLogEntity,"audit_logs: append-only with entity_type, entity_id, action, before/after JSON.",1,Todo,2,backend;audit,Sprint 2,[EPIC] Audit & Compliance,DefineBaseEntity
CreateAuditLogsTableMigration,"Partition-ready audit_logs table with indexes.",1,Todo,2,database;audit,Sprint 2,[EPIC] Audit & Compliance,CreateAuditLogEntity
AuditLogService,"IAuditService implementation: write audit entries.",1,Todo,3,backend;audit,Sprint 2,[EPIC] Audit & Compliance,CreateAuditLogEntity
CreateAuditBehavior,"MediatR pipeline: auto-audit all ICommand implementations.",1,Todo,3,backend;audit,Sprint 2,[EPIC] Audit & Compliance,AuditLogService;RegisterMediatRPipeline
EntityChangeCaptureInterceptor,"EF Core interceptor: capture before/after on Update.",1,Todo,3,backend;audit,Sprint 2,[EPIC] Audit & Compliance,AuditLogService
ListAuditLogsEndpoint,"GET /api/v1/audit-logs with filters (date, entity, user).",2,Todo,2,api;audit,Sprint 2,[EPIC] Audit & Compliance,AuditLogService
AuditLogCaptureIntegrationTest,"Verify audit entry created on student create/update.",1,Todo,2,testing;audit,Sprint 2,[EPIC] Audit & Compliance,CreateAuditBehavior
CreateAngularWorkspace,"Angular 19 standalone workspace with core/shared/features structure.",2,Todo,3,frontend,Sprint 2,[EPIC] Admin Web App,,
DefineEnvironmentConfigService,"Runtime API base URL from environment files.",2,Todo,1,frontend,Sprint 2,[EPIC] Admin Web App,CreateAngularWorkspace
CreateHttpInterceptorChain,"Auth token, tenant header, error handling interceptors.",2,Todo,3,frontend,Sprint 2,[EPIC] Admin Web App,CreateAngularWorkspace
LoginPageComponent,"Email/password login form with error display.",2,Todo,3,frontend,Sprint 2,[EPIC] Admin Web App,CreateHttpInterceptorChain
AuthService,"Token storage, refresh logic, logout.",2,Todo,3,frontend,Sprint 2,[EPIC] Admin Web App,LoginPageComponent
AuthGuard,"Route protection based on authentication state.",2,Todo,2,frontend,Sprint 2,[EPIC] Admin Web App,AuthService
TokenRefreshInterceptor,"Auto-refresh expired access tokens.",2,Todo,3,frontend,Sprint 2,[EPIC] Admin Web App,AuthService
CreateTenantCommand,"Super-admin creates new tenant with slug + plan.",1,Todo,3,backend,Sprint 3,[EPIC] Institution Management,CreateTenantsTableMigration
TenantProvisioningService,"Creates tenant + default roles + admin user atomically.",1,Todo,5,backend,Sprint 3,[EPIC] Institution Management,CreateTenantCommand;SeedDefaultRolesMigration
SuspendTenantCommand,"Suspend tenant: block logins, preserve data.",2,Todo,2,backend,Sprint 3,[EPIC] Institution Management,CreateTenantCommand
CreateTenantEndpoint,"POST /api/v1/tenants (super-admin only).",1,Todo,1,api,Sprint 3,[EPIC] Institution Management,CreateTenantCommand
GetCurrentTenantEndpoint,"GET /api/v1/tenants/current",1,Todo,1,api,Sprint 3,[EPIC] Institution Management,CreateTenantCommand
TenantProvisioningIntegrationTest,"End-to-end: create tenant, login as admin, verify isolation.",1,Todo,3,testing,Sprint 3,[EPIC] Institution Management,TenantProvisioningService
CreateAcademicYearEntity,"academic_years + terms entities.",1,Todo,2,backend,Sprint 3,[EPIC] Institution Management,DefineBaseEntity
CreateAcademicYearsTableMigration,"academic_years, terms tables.",1,Todo,2,database,Sprint 3,[EPIC] Institution Management,CreateAcademicYearEntity
CreateAcademicYearCommand,"Create academic year with start/end dates.",1,Todo,2,backend,Sprint 3,[EPIC] Institution Management,CreateAcademicYearEntity
SetCurrentAcademicYearCommand,"Mark one year as current per tenant.",1,Todo,2,backend,Sprint 3,[EPIC] Institution Management,CreateAcademicYearCommand
AcademicYearOverlapValidator,"Prevent overlapping academic year date ranges.",1,Todo,2,backend;validation,Sprint 3,[EPIC] Institution Management,CreateAcademicYearCommand
CreateGradeEntity,"grades, classes, sections entities with hierarchy.",1,Todo,2,backend,Sprint 3,[EPIC] Institution Management,CreateAcademicYearEntity
CreateGradesTableMigration,"grades, classes, sections, class_subjects tables.",1,Todo,3,database,Sprint 3,[EPIC] Institution Management,CreateGradeEntity
CreateGradeCommand,"Create grade level (e.g. Grade 1).",1,Todo,2,backend,Sprint 3,[EPIC] Institution Management,CreateGradeEntity
CreateClassCommand,"Create class under grade with capacity.",1,Todo,2,backend,Sprint 3,[EPIC] Institution Management,CreateGradeCommand
CreateSectionCommand,"Create section under class.",1,Todo,2,backend,Sprint 3,[EPIC] Institution Management,CreateClassCommand
AssignClassTeacherCommand,"Assign staff member as class teacher.",1,Todo,2,backend,Sprint 3,[EPIC] Institution Management,CreateClassCommand
CreateSubjectEntity,"subjects + class_subjects mapping.",2,Todo,2,backend,Sprint 3,[EPIC] Institution Management,CreateGradeEntity
CreateSubjectCommand,"Create subject with code and name.",2,Todo,2,backend,Sprint 3,[EPIC] Institution Management,CreateSubjectEntity
AssignSubjectToClassCommand,"Map subject to class for curriculum.",2,Todo,2,backend,Sprint 3,[EPIC] Institution Management,CreateSubjectCommand
CreateStaffEntity,"staff profiles linked to user accounts.",2,Todo,2,backend,Sprint 3,[EPIC] Institution Management,CreateUserEntity
CreateStaffCommand,"Create staff profile with designation.",2,Todo,2,backend,Sprint 3,[EPIC] Institution Management,CreateStaffEntity
LinkStaffToUserCommand,"Link existing staff record to user account.",2,Todo,2,backend,Sprint 3,[EPIC] Institution Management,CreateStaffCommand
ListAcademicYearsEndpoint,"GET /api/v1/academic-years",1,Todo,1,api,Sprint 3,[EPIC] Institution Management,CreateAcademicYearCommand
CreateAcademicYearEndpoint,"POST /api/v1/academic-years",1,Todo,1,api,Sprint 3,[EPIC] Institution Management,CreateAcademicYearCommand
ListClassesEndpoint,"GET /api/v1/classes with grade filter.",1,Todo,1,api,Sprint 3,[EPIC] Institution Management,CreateClassCommand
CreateClassEndpoint,"POST /api/v1/classes",1,Todo,1,api,Sprint 3,[EPIC] Institution Management,CreateClassCommand
ListStaffEndpoint,"GET /api/v1/staff",2,Todo,1,api,Sprint 3,[EPIC] Institution Management,CreateStaffCommand
AppShellLayoutComponent,"Admin layout: sidebar, topbar, content area.",2,Todo,5,frontend,Sprint 3,[EPIC] Admin Web App,AuthGuard
SidebarNavigationComponent,"Role-filtered navigation menu.",2,Todo,3,frontend,Sprint 3,[EPIC] Admin Web App,AppShellLayoutComponent;PermissionResolverService
PermissionGuard,"Route-level permission check.",2,Todo,2,frontend,Sprint 3,[EPIC] Admin Web App,AuthGuard
HasPermissionDirective,"Template *hasPermission directive.",2,Todo,2,frontend,Sprint 3,[EPIC] Admin Web App,PermissionGuard
AcademicYearListComponent,"List + create/edit academic years.",2,Todo,3,frontend,Sprint 3,[EPIC] Admin Web App,AppShellLayoutComponent
GradeClassTreeComponent,"Tree view: grades > classes > sections.",2,Todo,5,frontend,Sprint 3,[EPIC] Admin Web App,AppShellLayoutComponent
ClassFormDialogComponent,"Create/edit class dialog.",2,Todo,3,frontend,Sprint 3,[EPIC] Admin Web App,GradeClassTreeComponent
StaffListPageComponent,"Staff list with AG Grid.",2,Todo,3,frontend,Sprint 3,[EPIC] Admin Web App,AppShellLayoutComponent
RoleListPageComponent,"Role management with permission matrix.",2,Todo,5,frontend,Sprint 3,[EPIC] Admin Web App,AppShellLayoutComponent
PermissionMatrixComponent,"Checkbox grid for role permission assignment.",2,Todo,5,frontend,Sprint 3,[EPIC] Admin Web App,RoleListPageComponent
DataTableWrapperComponent,"Shared AG Grid wrapper with pagination, sorting, export.",2,Todo,3,frontend,Sprint 3,[EPIC] Admin Web App,CreateAngularWorkspace
CreateStudentEntity,"students + student_enrollments entities.",1,Todo,3,backend,Sprint 4,[EPIC] Student Management,CreateGradeEntity
CreateStudentsTableMigration,"students, student_enrollments, admission_number unique index.",1,Todo,3,database,Sprint 4,[EPIC] Student Management,CreateStudentEntity
CreateStudentCommand,"Create student with admission number auto-generation.",1,Todo,3,backend,Sprint 4,[EPIC] Student Management,CreateStudentEntity
UpdateStudentCommand,"Update student profile fields.",1,Todo,2,backend,Sprint 4,[EPIC] Student Management,CreateStudentCommand
DeleteStudentCommand,"Soft delete student and deactivate enrollments.",1,Todo,2,backend,Sprint 4,[EPIC] Student Management,CreateStudentCommand
ListStudentsQuery,"Paginated list with search, grade/class filters, scope enforcement.",1,Todo,5,backend,Sprint 4,[EPIC] Student Management,CreateStudentCommand;ScopeResolverService
GetStudentByIdQuery,"Single student with enrollment and guardian summary.",1,Todo,2,backend,Sprint 4,[EPIC] Student Management,CreateStudentCommand
CreateStudentValidator,"Age, admission number unique, required fields.",1,Todo,2,backend;validation,Sprint 4,[EPIC] Student Management,CreateStudentCommand
EnrollStudentCommand,"Enroll student in class/section for academic year.",1,Todo,3,backend,Sprint 4,[EPIC] Student Management,CreateStudentCommand
EnrollmentClassCapacityValidator,"Reject enrollment when class at capacity.",1,Todo,2,backend;validation,Sprint 4,[EPIC] Student Management,EnrollStudentCommand
CreateGuardianEntity,"guardians + student_guardians join entity.",1,Todo,2,backend,Sprint 4,[EPIC] Student Management,CreateStudentEntity
CreateGuardianCommand,"Create guardian profile.",1,Todo,2,backend,Sprint 4,[EPIC] Student Management,CreateGuardianEntity
LinkGuardianToStudentCommand,"Link guardian with relationship type (father/mother/etc).",1,Todo,3,backend,Sprint 4,[EPIC] Student Management,CreateGuardianCommand
GuardianLinkedDomainEvent,"Event: trigger parent portal invitation notification.",2,Todo,1,backend;events,Sprint 4,[EPIC] Student Management,LinkGuardianToStudentCommand
StudentAdmittedDomainEvent,"Event: trigger fee account creation (Phase 2 hook).",2,Todo,1,backend;events,Sprint 4,[EPIC] Student Management,EnrollStudentCommand
CreateStudentEndpoint,"POST /api/v1/students",1,Todo,1,api,Sprint 4,[EPIC] Student Management,CreateStudentCommand
UpdateStudentEndpoint,"PUT /api/v1/students/{id}",1,Todo,1,api,Sprint 4,[EPIC] Student Management,UpdateStudentCommand
DeleteStudentEndpoint,"DELETE /api/v1/students/{id}",1,Todo,1,api,Sprint 4,[EPIC] Student Management,DeleteStudentCommand
ListStudentsEndpoint,"GET /api/v1/students",1,Todo,1,api,Sprint 4,[EPIC] Student Management,ListStudentsQuery
GetStudentEndpoint,"GET /api/v1/students/{id}",1,Todo,1,api,Sprint 4,[EPIC] Student Management,GetStudentByIdQuery
EnrollStudentEndpoint,"POST /api/v1/students/{id}/enroll",1,Todo,1,api,Sprint 4,[EPIC] Student Management,EnrollStudentCommand
CreateGuardianEndpoint,"POST /api/v1/guardians",1,Todo,1,api,Sprint 4,[EPIC] Student Management,CreateGuardianCommand
LinkGuardianEndpoint,"POST /api/v1/students/{id}/guardians",1,Todo,1,api,Sprint 4,[EPIC] Student Management,LinkGuardianToStudentCommand
CreateStudentCommandHandlerTest,"Unit test: valid create returns Result with Id.",1,Todo,2,testing,Sprint 4,[EPIC] Student Management,CreateStudentCommand
StudentScopeFilterTest,"Integration test: teacher sees only scoped students.",1,Todo,3,testing,Sprint 4,[EPIC] Student Management,ListStudentsQuery
LinkGuardianIntegrationTest,"Integration test: guardian linked, audit logged.",1,Todo,2,testing,Sprint 4,[EPIC] Student Management,LinkGuardianToStudentCommand
StudentListPageComponent,"AG Grid student list with filters and search.",2,Todo,5,frontend,Sprint 4,[EPIC] Admin Web App,DataTableWrapperComponent
StudentCreateEditPageComponent,"Student form with enrollment section.",2,Todo,5,frontend,Sprint 4,[EPIC] Admin Web App,StudentListPageComponent
StudentDetailPageComponent,"Student profile tabs: info, guardians, enrollment.",2,Todo,5,frontend,Sprint 4,[EPIC] Admin Web App,StudentListPageComponent
GuardianFormComponent,"Create/edit guardian dialog.",2,Todo,3,frontend,Sprint 4,[EPIC] Admin Web App,StudentDetailPageComponent
StudentGuardianListComponent,"Guardian list on student detail with link action.",2,Todo,3,frontend,Sprint 4,[EPIC] Admin Web App,StudentDetailPageComponent
CreateAttendanceRecordEntity,"attendance_records + attendance_sessions entities.",1,Todo,2,backend,Sprint 5,[EPIC] Attendance,CreateStudentEntity
CreateAttendanceRecordsTableMigration,"Unique index: tenant_id + class_id + date + student_id.",1,Todo,2,database,Sprint 5,[EPIC] Attendance,CreateAttendanceRecordEntity
MarkAttendanceCommand,"Bulk upsert attendance for class + date.",1,Todo,5,backend,Sprint 5,[EPIC] Attendance,CreateAttendanceRecordEntity;ScopeResolverService
UpdateAttendanceRecordCommand,"Edit single record within edit window policy.",1,Todo,3,backend,Sprint 5,[EPIC] Attendance,MarkAttendanceCommand
GetClassAttendanceQuery,"Get all student attendance for class on date.",1,Todo,2,backend,Sprint 5,[EPIC] Attendance,MarkAttendanceCommand
GetStudentAttendanceQuery,"Student attendance history with date range.",1,Todo,2,backend,Sprint 5,[EPIC] Attendance,MarkAttendanceCommand
AttendanceEditWindowPolicy,"Same-day edit only (configurable per tenant).",1,Todo,2,backend,Sprint 5,[EPIC] Attendance,UpdateAttendanceRecordCommand
AttendanceMarkedDomainEvent,"Event: notify parents of absent students.",1,Todo,1,backend;events,Sprint 5,[EPIC] Attendance,MarkAttendanceCommand
MarkAttendanceValidator,"Date not in future, students enrolled in class.",1,Todo,2,backend;validation,Sprint 5,[EPIC] Attendance,MarkAttendanceCommand
MarkAttendanceEndpoint,"POST /api/v1/attendance/mark",1,Todo,1,api,Sprint 5,[EPIC] Attendance,MarkAttendanceCommand
GetClassAttendanceEndpoint,"GET /api/v1/attendance/class/{classId}/date/{date}",1,Todo,1,api,Sprint 5,[EPIC] Attendance,GetClassAttendanceQuery
UpdateAttendanceRecordEndpoint,"PUT /api/v1/attendance/{id}",1,Todo,1,api,Sprint 5,[EPIC] Attendance,UpdateAttendanceRecordCommand
GetStudentAttendanceEndpoint,"GET /api/v1/attendance/student/{studentId}",1,Todo,1,api,Sprint 5,[EPIC] Attendance,GetStudentAttendanceQuery
MarkAttendanceCommandHandlerTest,"Unit test: bulk mark creates/updates records.",1,Todo,2,testing,Sprint 5,[EPIC] Attendance,MarkAttendanceCommand
AttendanceEditWindowPolicyTest,"Unit test: reject edit outside window.",1,Todo,2,testing,Sprint 5,[EPIC] Attendance,AttendanceEditWindowPolicy
AttendanceMarkingPageComponent,"Daily marking UI: class selector, date picker, student rows.",2,Todo,8,frontend,Sprint 5,[EPIC] Admin Web App,AppShellLayoutComponent
AttendanceStudentRowComponent,"Present/Absent/Late toggle per student row.",2,Todo,3,frontend,Sprint 5,[EPIC] Admin Web App,AttendanceMarkingPageComponent
CreateFeeCategoryEntity,"fee_categories, fee_structures, fee_structure_items entities.",1,Todo,3,backend,Sprint 5,[EPIC] Fees Management,CreateAcademicYearEntity
CreateFeeStructuresTableMigration,"fee structures + class fee assignments.",1,Todo,2,database,Sprint 5,[EPIC] Fees Management,CreateFeeCategoryEntity
CreateFeeStructureCommand,"Define fee structure with line items.",1,Todo,3,backend,Sprint 5,[EPIC] Fees Management,CreateFeeCategoryEntity
